prompt_length_chars,prompt_token_count,response_length_chars,cache_hit,latency_ms,hour_bucket
21,5,105,True,26.9851580114699,8
93,23,107,True,16.06636703077545,6
96,24,76,True,22.77939272817242,21
79,19,57,True,28.796926044153714,23
45,11,79,True,26.515241414663585,7
79,19,107,True,27.951602864931953,7
40,10,79,True,24.674771636405954,5
44,11,76,True,30.848730904927585,0
23,5,53,True,29.62349598384896,13
49,12,125,True,27.23070502123837,6
41,10,106,True,29.637728886567714,20
21,5,105,False,4140.350049470837,4
39,9,109,True,22.80268243326555,15
38,9,101,True,18.280505441543333,12
99,24,85,True,27.10181062921312,14
63,15,86,True,27.730446154157143,2
40,10,81,True,30.452359955692827,11
45,11,142,False,3786.002324397429,15
41,10,101,True,20.467844703614183,8
36,9,80,True,27.299501331538853,20
23,5,99,True,24.644165055734568,12
37,9,69,True,15.57119194714436,8
27,6,120,True,26.875540818770954,0
21,5,76,True,15.737885425055227,4
52,13,100,True,20.27371724063312,11
49,12,111,False,3625.26624293294,9
16,4,97,True,34.12439508903557,20
38,9,91,True,18.921718157640193,18
66,16,90,False,2972.387926532595,3
68,17,88,True,25.21311261539353,14
67,16,78,True,33.90613463790784,10
41,10,81,True,22.53565526087799,2
26,6,119,True,22.61557988483361,15
23,5,87,True,32.74362779231431,12
48,12,74,True,23.12605423640871,2
48,12,79,True,28.611008544832288,11
76,19,112,True,17.614285174437864,17
70,17,103,True,24.14383627953837,7
37,9,101,True,16.702015808367978,8
21,5,84,True,19.72283109522148,2
34,8,101,False,3321.0145447174073,4
45,11,77,True,24.750473044566437,23
36,9,84,True,23.404471297235126,14
30,7,109,True,21.256251880095412,4
45,11,107,True,23.896719633793587,11
31,7,70,True,26.505565835503468,4
29,7,72,True,29.91458103230881,10
47,11,92,True,11.87426657951599,3
33,8,124,False,4290.790147245272,14
45,11,51,True,25.795481210945027,13
46,11,95,True,24.505684420188572,15
22,5,62,False,3473.6786715711264,10
31,7,77,False,3526.8724438615923,6
83,20,82,True,23.475660685032963,5
22,5,81,True,22.365734020064114,5
14,3,79,True,23.772492551322497,10
15,3,90,True,30.743711749113714,10
41,10,79,True,21.339960335471428,16
41,10,60,False,4252.35052280314,1
38,9,105,False,3441.084674586177,6
74,18,105,True,32.80175464937229,20
10,2,106,True,23.498458708818433,21
49,12,59,False,3311.5998955003,22
88,22,95,False,3231.0736534718344,7
23,5,103,True,24.681228675046757,3
33,8,69,True,23.946405104616186,4
27,6,90,False,3803.2319947760366,3
25,6,87,True,23.72088432878709,22
34,8,126,True,29.271199302884163,21
82,20,128,False,3401.7799339197254,19
101,25,56,False,4013.53805073172,17
34,8,139,False,2744.0589363879526,8
104,26,71,False,2973.734577890227,11
41,10,109,True,35.7172341238849,20
97,24,109,True,24.110871373556552,19
38,9,70,True,21.1261400221082,12
43,10,99,True,32.15549582794649,20
48,12,87,True,26.40904274341776,8
198,49,101,True,27.890774584322607,9
61,15,94,True,24.309764623592333,20
28,7,113,True,23.406634547115978,9
65,16,91,True,24.15206813751355,18
33,8,86,True,18.086309148506867,10
31,7,111,True,24.560362952900512,7
63,15,101,True,26.480165385213088,5
41,10,104,False,3044.3375697862875,14
46,11,76,True,25.429995325026077,11
40,10,69,True,13.329114788948475,8
47,11,78,True,24.530072836076894,17
50,12,77,True,38.69752066554153,0
15,3,105,True,29.3318311749252,2
56,14,109,True,20.945555280957056,23
24,6,86,True,27.955532572152784,15
19,4,118,True,21.289932875551298,13
39,9,117,True,18.230962402265714,0
42,10,94,True,23.258153183829638,14
28,7,73,True,25.457632196194307,10
61,15,121,True,15.63922248783302,14
20,5,88,True,19.254203547306822,0
33,8,92,False,3242.5010298935,13
30,7,83,True,22.95913412005523,13
39,9,72,True,26.974056355730454,6
46,11,60,True,18.926658363457193,1
24,6,102,True,28.570568742766504,23
58,14,74,True,19.081204514699024,17
41,10,151,False,3703.350130007179,14
15,3,68,False,3151.8505302835674,18
15,3,64,True,19.537228648082937,16
40,10,100,True,27.086854015159147,3
36,9,120,False,3366.961335691395,10
38,9,91,True,26.575215180580855,21
39,9,101,True,27.814289600911955,6
45,11,53,True,25.087684508365292,23
64,16,76,True,19.868007729424033,1
23,5,68,True,22.549308258803105,7
22,5,52,True,18.940451400093615,8
23,5,92,False,3083.5507456204837,14
46,11,45,True,27.00874459659873,4
75,18,63,True,19.384110089560192,5
32,8,79,True,26.597770033616808,15
11,2,73,True,18.49088623889451,6
17,4,97,True,26.481915100583773,21
26,6,96,True,22.556587155185188,20
30,7,107,True,32.03307766825322,7
32,8,105,True,26.618594477895325,13
41,10,112,True,31.178914464970706,7
34,8,89,True,21.221766417874036,8
68,17,96,True,25.280716701220836,16
28,7,100,True,20.094564209418607,7
26,6,92,True,22.931973786277908,3
51,12,82,False,3431.256480405201,6
18,4,83,True,21.370708896564302,22
49,12,73,True,18.922485705771525,6
42,10,98,True,17.932413381736737,8
37,9,88,True,13.301259421463014,15
89,22,76,True,19.71826768248271,2
29,7,76,True,28.137469483359222,6
113,28,65,True,17.007507339933586,4
36,9,109,True,18.159385768733475,22
21,5,91,True,33.95449285616458,22
41,10,72,True,21.81751975075873,18
23,5,106,False,3321.728177578716,5
27,6,78,False,2667.10350254805,14
49,12,61,True,28.312630648906403,15
53,13,110,False,3510.3080774779964,20
29,7,79,True,23.84470160050255,3
66,16,81,False,4342.496119081333,17
72,18,90,False,3996.238618477229,4
82,20,112,True,17.025623679922,13
52,13,90,True,19.760798905650898,21
79,19,66,False,3294.8021003213025,1
15,3,100,False,3462.062157228599,3
34,8,80,False,3189.8371503958588,19
26,6,127,True,37.11223950541748,0
42,10,89,True,22.621254403436915,16
30,7,45,False,3064.676882778123,12
37,9,97,True,13.815372506369894,8
103,25,128,True,23.779456407389493,20
37,9,121,True,23.41817288419278,20
49,12,126,True,21.743519368199276,7
36,9,69,True,26.10687626988114,0
42,10,108,True,26.975865714077433,3
40,10,75,True,26.615416289689502,2
50,12,94,True,23.419375640157565,23
72,18,64,False,3574.8567947080865,14
92,23,77,True,28.329165489033578,16
47,11,76,True,25.06256879710765,5
54,13,107,True,29.44178762417325,20
22,5,106,False,3978.3936713527078,17
38,9,95,True,17.89118965476442,18
64,16,62,True,17.828888962711986,11
62,15,83,True,21.222296406297357,16
44,11,75,True,19.71867295854666,13
63,15,107,True,28.776258879880505,9
51,12,113,False,4192.571500412937,14
73,18,111,True,30.495919968926554,7
46,11,74,True,26.982434087054592,22
33,8,35,False,3232.691997877881,17
47,11,54,True,30.998648901720852,17
9,2,118,False,2831.576366064618,17
48,12,81,True,25.340504817188595,10
6,1,74,True,32.402265169653425,22
17,4,122,False,3648.2432435297146,4
50,12,115,True,23.47829697541039,13
51,12,90,True,20.810883706111753,1
22,5,84,False,3197.236050893974,7
28,7,87,True,31.185252709212346,13
80,20,94,True,24.74706299283285,11
31,7,122,True,31.539578118899193,22
124,31,98,True,15.14992484014212,14
40,10,104,True,24.722733125960428,9
49,12,113,True,24.79952543947782,10
90,22,66,True,21.365028137963264,14
43,10,105,True,36.919305189909366,18
24,6,84,True,24.669036836556195,6
38,9,39,False,2771.216708172768,14
39,9,47,True,25.129810567167524,13
20,5,69,False,4326.009703080343,0
35,8,100,True,21.200660373275426,21
27,6,92,False,2649.9959500387936,13
64,16,93,True,21.855273225336127,5
41,10,129,True,20.855624185998643,15
35,8,64,False,3234.660223334216,16
38,9,89,True,31.701272004759144,21
45,11,96,True,27.58495236080571,0
55,13,75,True,22.724413329806662,9
24,6,90,True,23.80264467441838,4
24,6,58,True,20.979250192125207,13
70,17,118,True,20.026134404856776,12
32,8,76,True,19.777917558457837,11
19,4,130,True,21.909727966073962,23
50,12,89,True,19.826395046576273,12
50,12,110,True,17.181474407284256,9
18,4,88,True,26.09701334876953,1
45,11,89,True,26.172977904467185,6
58,14,78,True,33.50396379214158,21
48,12,92,True,21.658308158226486,10
55,13,96,True,26.480502948116353,21
20,5,74,True,26.56356289637401,12
47,11,87,True,23.730812194372334,13
34,8,77,True,28.72166794374838,10
31,7,135,True,28.87614593425357,13
62,15,88,True,26.6370554759877,1
84,21,120,False,3578.3273551525845,1
99,24,86,True,23.212349457227326,11
78,19,95,True,18.161230506014704,14
38,9,63,True,20.97041110691154,13
48,12,81,True,21.88996238049156,10
59,14,94,True,19.38014118785283,7
42,10,121,True,27.199619833438323,17
43,10,94,True,30.98313934493505,14
61,15,117,True,20.45968783835425,1
